F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
-1040.91,UK,60.15,15.15,147.74,284.8,1834.5,-3.38,24.12,10,12436.22,Medium,8.31,0.17,3,43.92,2359.29
2231.55,Rest,68.55,20.55,174.52,172.42,1382.85,-1.72,11.18,6,8733.16,Low,9.93,24.1,10,13.62,1006.84
-1363.11,USA,64.44,18.51,208.28,209.7,1199.88,-4.05,7.54,6,14558.52,Medium,17.59,0.29,2,-6.52,3378.5
-526.53,Rest,69.84,21.54,191.38,263.48,1468.95,-4.97,4.72,12,10243.84,Low,14.8,0.03,5,195.98,0
222.51,UK,81.54,14.64,106.59,300.08,1411.53,-1.6,13.76,6,4573.34,Low,11.64,2.73,4,59.3,1131.99
1029.45,USA,60.9,6.18,146.42,238.12,636.3,-3.35,4.06,12,-9123.02,Very low,12.13,76.82,1,-79.32,0
1153.47,Europe,79.83,7.95,204.14,299.72,892.29,-9.29,10.78,6,10635.04,Medium,11.11,0.25,0,-3.24,0
1418.58,USA,71.43,8.64,164.74,142.16,3059.64,-5.49,4.12,10,1596.42,Medium,12.66,1.75,5,184.02,0
1376.85,UK,59.01,17.07,163.25,173.8,1686.06,-4.73,10.48,4,-4077.64,Medium,8.88,0.07,2,141.94,134.41
-626.01,Europe,78.18,2.31,143.05,282.18,2713.71,-2.86,5.3,4,8517.4,Medium,18.28,319.02,1,122.78,0
-212.64,Rest,48.81,7.65,135.38,293.04,-159.3,-5.02,1.46,10,4494.18,Very low,10.23,1.2,4,26.32,0
841.14,Europe,55.62,9.51,171.69,194.74,1979.31,-5.38,9.2,10,10565.56,High,11.43,0.43,2,-22.32,1600.29
-184.38,USA,67.32,3.57,164.44,245.1,1829.43,3.01,13.94,8,7287.68,Low,12.8,0.31,5,21.92,2624.78
1968.69,Europe,79.11,10.95,155.44,351.94,540.33,-2.1,7.84,12,12489.26,Very high,9.37,0.15,6,-77.94,1792.71
0.09,Europe,58.29,9.33,205.26,322.64,1960.92,-8.81,13.12,6,-1351.48,Low,4.45,9.37,1,-45.84,2379.75
1165.5,Europe,59.4,18.24,186.04,302.44,978.48,-1.86,1.44,10,10680.8,Medium,10.15,1.49,2,52,0
250.05,UK,45.78,6.69,184.88,169.24,1481.88,-5.23,3.7,6,25961.22,Medium,9.96,0.06,4,-90.74,1507.61
1291.92,Rest,67.5,5.85,154.81,249.44,1214.73,-3.31,2.12,10,10125.62,High,6.67,0.28,4,113.94,0
1153.38,USA,88.62,43.86,211.21,293.64,1185.24,-7.88,13.08,8,17542.24,Low,5.43,261.22,5,125.4,2846.23
292.2,USA,70.08,5.49,162.22,312.26,1455.33,-4.9,24.86,12,8676.3,Low,9.73,0.02,4,129.86,662.8
-185.4,Europe,62.76,8.52,147.5,312.6,1681.68,-2.67,1.76,10,7268.2,Medium,7.31,0.22,2,-26.2,417.16
1936.98,USA,66.96,14.22,161.1,179.76,1635.3,-6.48,4.62,10,9663.84,Very high,11.21,0.48,5,-40.88,2448.73
651.69,Europe,66.12,3.63,169.78,319.62,1852.53,-4.31,22.46,8,-10156.14,Very low,11.74,0.67,3,101.14,451.7
445.68,Rest,44.76,35.91,173.2,177.54,569.73,-4.73,5.94,12,7333.82,High,11.9,1.49,6,-24.52,1134.26
336.39,UK,62.61,9.96,209.84,314.44,693.57,-9.77,6.74,4,8437.1,High,7.57,0.72,7,52.48,1091.55
201.33,USA,61.38,6,222.23,220.92,548.58,-2.78,27.2,8,17742,Low,12.35,25.56,1,-4.8,2831.17
-855.78,Europe,80.61,3.84,270.5,226.5,828.33,-2.78,14.66,10,5670.54,Medium,15.05,2.04,4,-51.28,2430.46
514.23,UK,72.87,1.11,153.7,250.1,1123.77,-5.94,20.7,6,2773.88,Very high,13.09,0.02,3,-91.78,2539.37
245.64,Rest,46.59,11.13,129.6,242.72,-407.58,-6.04,13.66,10,11.54,High,12.17,0.52,3,59,83.31
913.53,USA,72.09,8.73,152.08,226.92,-1238.4,-2.39,10.2,4,15976.4,Very low,6.25,0.71,5,-83.82,903.02
2244.78,Europe,67.65,19.98,165.35,262.28,1459.89,-2.47,8.72,2,11077.78,Very high,9.64,956.34,6,2.5,2672.58
904.74,Rest,61.83,23.25,178.99,255.3,1799.04,1.43,8.96,8,9094.98,Very high,8.09,1.4,4,-18.42,1274.75
1311.12,UK,56.58,8.76,197.86,192.06,8.37,-5.98,0.78,10,387.38,Low,9.01,0.28,1,26.96,0
1435.29,USA,54.66,0.93,143.62,325.16,2622.6,-5.84,4.88,4,8203.84,Very low,7.83,4.04,4,23.94,204.7
3663.87,Europe,35.1,8.43,236.41,239.08,216.12,-0.32,13.42,6,10262.62,Very low,11.58,8.43,4,44.34,0
1887.96,USA,60.03,8.13,183.08,334.2,2194.26,-8.89,15.08,6,-1974.06,Low,13.2,32.39,7,-75.56,3717.51
90.48,UK,62.88,12.03,106.68,230.56,2136.69,-2.32,13.22,8,7459.14,Low,13.25,0.73,5,-42.2,2144.57
-516.54,Rest,63.48,14.04,164.36,256.84,1149.6,-5.35,3.98,4,13187.18,Low,13.73,10.43,2,97.3,37.84
935.01,Rest,60.27,5.91,168.63,258.62,217.68,-8.61,7.74,14,8502.54,High,9.33,2.11,5,-54.08,197.51
586.5,USA,63.54,27.81,118.71,263.82,-451.53,-7.58,17.24,8,10323.32,Very high,9.06,0.36,5,63.98,3264.5
1015.35,Europe,50.25,14.37,172.19,206.38,1296.36,-2.72,6,4,20871.94,Very low,14.42,0.29,3,51.32,0
2209.98,Europe,69.18,16.38,280.05,242.42,537.12,-1.64,6.48,10,14868.68,Very high,10.57,4332.09,5,31.96,0
752.04,Europe,43.95,23.61,92.3,276.92,1283.73,-8.52,4.74,4,8468.36,Medium,11.07,367.38,3,-16.12,2177.47
378.75,UK,52.23,15.72,148.49,211.06,963.96,-2.24,1.48,10,4942.6,Very high,4.75,0.09,2,22.2,319.78
672.75,USA,59.07,24.63,239.85,301.98,2110.86,-4.28,10.06,10,-10938.44,High,9.17,12.11,3,64.04,2648.71
1399.68,Rest,59.82,9.63,201.16,187.58,-476.91,-0.64,14.66,4,17303.74,High,12.27,6.46,3,116.9,0
1426.53,Rest,62.01,10.35,166.93,157.74,253.2,-3.44,0.54,8,-4761.34,Medium,14.5,1.02,4,11.88,0
57.93,Rest,58.8,1.2,182.93,246.84,788.13,-0.34,9.2,14,8622.08,Very low,6.28,2.4,7,92,0
-2018.19,Rest,80.61,7.02,212.16,274.5,659.1,-3.64,3.2,10,30208.64,Medium,3.17,3.2,5,39.38,266.29
786.54,USA,59.79,6.99,190.08,356.76,1346.91,0.65,1.02,6,12846.18,Very high,10.47,0.12,7,101.52,246
326.49,Europe,45.03,33.48,181.71,218.54,1318.8,-9.66,14.08,8,-8945,Low,5.54,0.19,1,55.46,2115.61
125.4,UK,57.75,7.71,294.96,224.72,2738.1,-7.36,4.58,6,16471.62,Medium,10.88,2.54,5,39.12,1195.16
707.7,UK,64.5,7.95,196.3,207.56,1888.11,-9.55,11.2,2,-1720,High,12.45,0.69,4,38.56,1536.32
309.54,Rest,61.32,26.28,245.25,364.36,2196.69,-8.51,8.54,6,15541.74,Very low,11.88,1.23,2,10.04,790.97
358.59,UK,96.75,4.26,199.29,205.04,1379.04,-3.9,29.68,12,10199.28,Very high,8.33,0.51,6,137.14,1543.83
753.3,Rest,55.14,21.39,127.28,256.96,1739.22,-5.89,6.5,8,17481.38,Very high,8.94,0.54,4,-25.28,1133.97
171.36,UK,58.26,10.17,-21.2,143.96,277.89,-8.57,6.68,8,4727.62,High,11.2,19.53,4,-22.92,853.64
122.82,Europe,43.08,6.3,211.15,364.72,72.03,-9.73,20.94,10,22223.04,Low,16.96,1.95,6,64.12,932.19
2170.02,USA,71.31,23.91,241.28,275.06,2129.34,1.05,8.32,4,11973.78,Very low,13.09,2.47,4,-50.98,3377.01
1114.29,USA,64.89,10.41,188.13,280.44,932.97,-3.41,1.4,10,4191.06,Very high,9.06,0,2,-14.8,123.15
1741.02,UK,59.67,3.12,168.36,250.34,2540.79,-1.55,3.72,14,4638.24,Low,8.72,0.7,6,64.48,0
675.51,Rest,61.23,42.69,149.57,147.4,907.02,1.34,7.9,8,6748.86,High,9.66,0.65,4,129.1,603.3
810.51,Europe,59.97,34.41,211.6,229.72,2168.16,-1.26,3.24,4,2510.2,High,8.12,0.03,5,20.78,2840.93
910.92,USA,38.7,6.33,125.8,316.12,1726.65,-5.13,4.76,4,11289.24,Medium,8.99,26.88,7,-3.56,2637.04
1579.41,UK,55.86,2.07,121.47,270.66,549,-8.77,9.84,6,13123.28,Very low,7.85,0.26,2,-9.66,0
-39.03,USA,36.87,12.33,184.09,277.26,2376.54,-11.11,7.2,0,11602.14,Very low,11.32,0.01,4,-32.1,3656.19
-79.23,UK,66.51,3.84,45.92,205.16,1598.07,-3.81,8.2,4,19165.06,Medium,6.26,18.99,5,67.3,816.64
2009.94,Europe,76.08,6.81,183.15,273.34,426.33,-0.92,10.24,10,2467.96,High,13.28,0.03,2,54.68,0
993.48,Europe,60.66,1.35,185.84,179.28,948.81,-11.42,11.58,14,6235.44,Very high,12.66,0.93,5,-33.58,1096.66
504.39,Rest,41.61,7.89,173.77,171.38,3057.42,-2.78,5.26,6,11882.86,Medium,11.88,28.91,3,154.48,23.73
-52.71,Rest,44.58,10.02,155.84,247.7,2335.59,-6.7,1.06,4,13322.28,Very high,7.92,9.1,4,25.82,734.56
-63.72,Rest,60.75,10.29,191.06,375.16,1918.62,-1.94,16.36,14,7301.94,Low,12.85,0.01,3,36.66,427.82
993.84,UK,57.09,14.49,166.13,171.62,722.97,-9.83,28.46,2,2639.18,Very high,11.08,5.54,4,104.84,2165.36
2036.64,UK,45.99,2.67,158.23,171.38,1455.36,-4.98,1.8,8,2842.82,Low,12.61,0.45,3,61.06,0
153.78,USA,50.76,33.78,158.05,267.44,948.33,-6.83,6,6,7602.54,Very high,11.22,0.19,7,109.02,3464.23
-390.09,Rest,61.65,21.06,181.27,203.48,-269.91,-0.23,10,14,11040.24,Medium,9.8,0.28,9,-15.36,850.35
298.56,Rest,65.76,13.92,142.49,251.74,1370.58,-4.35,3.22,12,9526.08,Low,9.55,16.49,4,62.3,0
647.16,Rest,60.63,6.45,186.96,202.92,2744.4,-1.86,2.76,6,1295.68,Very low,10.47,16.5,2,-73.76,475.87
983.46,Europe,58.26,25.86,188.43,238.02,556.65,-5.1,8.42,12,6553.86,Medium,8.11,2.35,2,54.78,0
2319.27,Rest,75.12,8.88,107.64,325.82,784.38,-6.55,11.8,6,19293.74,Very high,10.79,2.58,4,69.2,133.18
628.2,USA,39.87,16.14,182.9,140.16,1009.35,-0.35,9.12,10,14651.18,Low,10.07,9.18,2,55.84,0
-330.3,USA,61.17,2.61,45.9,315.58,2618.25,-3.65,23.72,2,9717.56,Medium,12.8,1.32,4,0.16,3790
1021.08,USA,53.01,14.25,137.63,168.2,1761.33,-3.36,2.38,6,9244.74,Very low,8.63,0.01,2,-34.9,599.04
875.16,UK,68.94,5.1,103.22,141.64,1030.56,0.23,8.34,4,7955.7,Medium,10.39,0.1,2,86.46,0
1174.38,Rest,70.29,1.65,92.88,374.36,1533.3,-3.45,6.66,10,6872.3,Low,11.85,0,3,-14.96,25.89
-1197.09,Rest,59.31,14.28,233.68,312.3,-232.08,-3.9,5.8,4,18192.98,Medium,11.39,14.02,2,-19.96,486.4
40.2,USA,79.56,17.37,152.07,124.58,-206.13,-4.23,7.66,6,18638.44,High,7.98,2.08,7,30,2532.95
947.07,Rest,83.01,5.55,101.29,196.06,2993.01,-5.77,1.56,6,10554.62,Very high,9.58,0.01,3,-32.46,756.18
213.99,Rest,66,70.17,120.47,198.04,2603.22,-8.43,2.46,2,18594.98,Medium,10.93,0,7,-49.16,3960.01
90.42,Rest,63.39,2.34,143.34,145.3,-482.01,-7.55,7.34,6,11252.4,Very low,13.99,0.16,3,-73.26,99.59
-694.08,USA,67.71,13.05,124.36,269.98,280.02,-5.26,4.1,12,-19741.84,High,14.27,0.09,4,60.98,58.02
1382.25,Rest,59.37,19.56,180.04,267.62,1760.97,-5.62,13.88,8,10051.28,Low,9.88,93.09,4,51.8,494.3
2547.99,Rest,51.57,4.23,174.53,215.88,-768.03,-2.36,6.88,8,9508.98,Very low,13.55,0.82,5,57.2,0
-394.5,USA,65.58,13.23,171.56,189.46,1027.14,-10.87,10.58,6,-460.82,Low,10.29,7.86,3,26.98,1828.64
2034.21,UK,59.28,8.22,182.72,246.16,2078.34,-0,11.58,8,8772.52,Medium,8.36,0,3,93.86,44.07
666.09,UK,78.33,10.71,155.71,261.44,-325.14,-0.63,4.08,2,25454.68,Very low,12.19,122.01,2,99.96,0
1901.79,Europe,77.55,9.6,148.39,153.2,286.71,-5.17,17.58,10,17006.86,Medium,15.8,19.19,3,20.54,0
-124.74,Rest,52.38,10.08,215.68,123.4,190.08,-4.75,8.72,8,9367.84,Very low,7.69,0.03,5,82.16,0
-1127.94,Europe,49.05,22.8,252.19,228.9,656.73,-4.36,2.66,10,12729.78,Medium,6.52,0.89,2,53.96,176.14
30.9,USA,56.01,5.22,131.91,209.3,767.31,-4.61,6.62,10,19524.18,High,16.4,0.29,2,-54,1061.1
1961.79,USA,68.76,1.8,190.26,189.66,449.25,-4.96,16.76,8,9830.88,Very low,11.12,0.27,2,-76.96,418.84
1424.16,Rest,63.51,1.41,334.83,227.04,1017.66,2.47,11.86,6,-716.72,Very high,8.95,0.04,3,4.6,356.43
524.64,Rest,64.41,15.27,158.79,178.58,-12.99,-4.08,19.7,6,12877.4,Very high,10.39,5.64,4,97.36,580.16
551.85,USA,75.15,5.64,141.75,159.4,2127.18,1.46,9.58,6,6931.8,Very high,11,1352.91,4,-71.02,3694.77
526.2,Europe,64.38,17.64,175.47,225.76,1231.89,-10.83,4.86,4,10256.32,High,8.87,0.35,2,42.52,1075.23
-3.51,Rest,69.99,14.58,182.63,239.66,1932.51,1.54,4.2,8,8880.72,Very high,8.7,0,3,43.92,552.5
-511.38,Rest,30.27,15.84,142.58,271.1,972.99,-4.72,11.1,6,14017.06,Very low,5.93,0,5,31.36,679.06
949.2,Europe,58.89,3,159.87,326.98,2257.17,-1.11,17.72,10,-1371.56,Low,16.48,4.16,5,12.84,1947.33
299.1,UK,62.94,15.78,200.75,268.14,721.56,-5.99,7.12,8,6083.12,Very low,12.02,0.23,5,65.2,171.5
-346.23,Europe,60,19.14,170.28,137.96,1165.62,-4.61,2.58,6,23518.28,Low,13.48,0.25,4,-7.14,1742.65
-281.97,Europe,66.27,6.39,93.89,247.58,763.32,-5.02,3.8,8,297.74,Very low,12.9,6.69,1,20.2,0
1799.07,USA,68.28,6.51,119.04,217.74,1145.79,-4.17,4,4,10320.54,Medium,3.32,13.13,4,34.22,0
365.52,Rest,109.86,7.92,129.52,283.02,-66.03,-2.29,11.14,10,5538.46,Medium,3.72,106.87,6,-11.46,339.11
-14.31,UK,93.57,13.05,199.01,175.36,646.89,-5.85,10.58,6,9233.2,Low,9.79,0.81,3,9.7,875.97
1386.12,UK,57.27,12.96,171.42,224.62,1727.28,-6.4,8.5,8,8909.82,High,16.5,0.62,3,46.38,614.88
1523.52,UK,62.46,20.16,108.58,218.18,-352.59,-7.85,1.96,10,9724.38,Medium,7.78,0.17,8,55.42,0
1843.83,USA,68.25,20.76,115.78,274.44,1183.98,-6.14,5.86,8,2173.74,High,13.14,0.1,4,20.4,1172.01
544.5,UK,58.29,1.53,152.29,272.44,-32.49,-7.46,7.12,4,19363.48,High,7.27,0.41,1,13.94,0
65.07,USA,74.07,24,154.78,191.58,2097.18,-6.45,3.4,6,3936.06,Very high,11.18,0.04,2,62.86,2765.33
309.42,USA,35.85,4.95,191.69,189.2,776.46,-4.94,14.78,8,13752.44,Medium,12.71,0.92,1,70.78,16.59
1529.01,USA,37.47,2.91,182.08,271.54,457.56,-5,11.74,10,-244.9,Very high,9.32,0.09,5,118.78,0
-379.17,USA,76.98,6.78,180.85,220.84,490.89,-3.5,3.58,4,14706,Medium,13.88,12.33,4,66.68,80.16
208.53,UK,56.91,15.93,234.05,306.5,374.19,-1.85,8.44,0,8503.92,High,11.04,384.24,5,-29.5,2041.66
74.1,UK,59.13,22.65,186.68,250.66,1103.85,-3.31,6.86,8,8721.88,Medium,7.07,1.99,7,-40.54,2165.69
1727.82,UK,83.46,18.18,201.87,241.4,207.15,1.22,3.88,8,4102.2,High,12.26,44.77,6,115.18,0
522.75,Europe,52.8,29.16,215.41,243.54,772.89,-6.07,3.58,4,456.1,Very high,10.4,0.08,3,-26.96,2673.51
45.06,Europe,83.61,13.35,178.12,263.12,-190.41,-4.48,4.56,10,14109.1,Very high,15.99,0.22,1,-26.3,22.46
1010.55,USA,57.03,12.81,164.61,236.04,1980.18,-3.64,9.64,6,7220.52,High,16.06,318.98,2,76.32,831.68
533.58,USA,26.07,12.63,198.62,164.46,1716.9,-7.11,11.72,10,12073.28,Low,13.8,0.01,3,-93.38,3460.24
831.87,Rest,66.87,4.38,311.72,242.16,1235.82,-1.54,18.88,6,8033.04,Low,12.34,0,4,2,692.22
1022.4,Europe,85.02,19.47,183.61,166.06,840.99,-0.04,20.24,6,20562.32,Very low,12.08,0.77,3,-100.26,2853.23
1548.66,USA,46.11,6.12,185.53,252,1369.71,-4.17,9.98,4,26165.94,Low,8.96,0.01,0,30.64,0
274.86,Europe,58.35,7.17,142.89,342.82,122.73,-3.73,9.04,12,17066.84,High,12.63,0.43,6,84.96,0
-490.23,Rest,66.9,28.8,188.48,210.34,188.94,-3.51,5.42,6,21652.14,High,12.2,15.92,5,70.1,639.35
145.86,UK,85.95,18.27,192.1,227.46,379.98,-6.33,4.32,6,13586.02,Medium,6.17,0.18,3,11.54,652.31
657.84,USA,65.97,2.37,124.49,336.7,705.96,-4.38,3.86,4,34667.82,Very high,10.48,0.01,4,36.66,353.95
1088.1,USA,57.09,6.72,160.92,147.46,1460.34,-4.91,2.26,10,6040,Very high,14.82,23.17,4,73.68,0
593.43,Rest,71.55,16.65,197.14,177.36,475.17,-11.18,9.82,12,11304.3,Very low,10.22,9.15,8,6.1,373.56
5.85,Europe,61.32,11.49,166.2,192,171.63,-5.23,9.14,6,25163.26,Very low,12.68,6.43,2,47.2,0
565.89,Rest,78.36,9.9,196.14,222.44,1553.34,-9.55,9.58,4,11081.42,Medium,12.94,5.28,2,-12.72,609.84
1206.96,Europe,65.64,16.38,125.78,206.76,599.46,-6.99,6.56,18,30332.54,Medium,13.28,0.14,4,-3.24,0
924.66,UK,56.97,24.87,186.45,71.1,1605.54,-4.69,4.52,4,3894.38,Low,15.39,1.85,5,-15.64,1660.16
-273.12,Rest,41.31,7.53,131.21,243.94,1504.98,-4.18,3.78,10,13775.42,Very high,15.03,0.25,4,90.94,117.98
440.01,Rest,51.18,3.66,148.93,314.78,644.46,-4.71,3.3,6,4355.42,Very high,7.5,2.26,3,-12.48,222.73
828.09,Rest,56.82,11.82,183.58,217.04,334.59,-1.86,16.92,8,1583.74,Low,15.69,0.5,3,-40.8,592.43
1517.22,UK,69.21,9.09,159.96,282.3,3614.1,-7.53,18.22,4,1464.2,Very low,3.79,0.01,0,52.18,1204.66
652.89,Europe,61.62,14.34,166.87,297.3,935.7,-7.73,3.76,4,6374.46,Very high,11.68,20.06,7,3.18,2420.98
-1400.46,Rest,54.36,8.04,84.03,104.08,1043.73,-5.02,14.74,6,21654.78,Very low,11.08,3.12,6,38.52,843.72
626.67,Europe,58.71,13.05,170.5,211.88,-236.07,-10.55,14.94,4,4726.22,High,12.17,8.83,5,43.74,1758.12
870.33,Rest,62.1,12.06,153.82,247.62,1709.34,-5.62,4.82,6,21318.78,Low,9.45,0.03,2,-8.52,261.32
281.01,USA,72.57,14.64,212.2,257.16,2394.69,-1.65,6.54,10,3897.56,Very high,9.83,8.79,3,118.28,677.49
180,Europe,66.24,20.4,204.32,246.42,504.69,-1.78,3.6,8,10618.56,Low,9.9,1.44,5,33.8,323.48
-331.17,Europe,47.25,6.24,181.48,246.72,188.88,-11.79,1,10,15641.86,Low,15.75,0.26,3,76.14,0
-351.12,UK,66.54,9.21,169.16,317.42,1939.47,-0.37,8.12,18,2139.74,Very high,8.55,0.69,1,-22.44,748.62
-723.21,Rest,61.92,22.26,194.65,279.42,-401.37,-7.09,3.12,4,12734.42,Medium,11.41,7.33,3,44.78,242.7
-617.37,UK,86.13,20.01,151.58,297.18,-911.07,-3.67,33.04,4,6223,Low,17.01,7.08,3,1.28,2617.82
655.68,Rest,62.04,20.22,143.52,173.22,209.43,-5.28,3.7,8,9483.82,Medium,8.43,0.24,4,-14.06,300.75
-179.88,Europe,90.87,2.76,159.87,213.38,1164.09,-3.98,3.32,14,-17745.32,Very low,7.32,0.19,2,32.42,0
1701.15,Rest,51.12,6.06,146.6,275.26,2352.12,-3.32,8.58,2,18577.06,Very high,5.1,7.36,8,-55.56,1722.09
622.59,Rest,49.65,7.41,157.58,194.66,-379.74,-7.13,8.18,10,4315.04,Very low,6.77,0.02,3,43.88,0
1511.4,Europe,70.65,5.52,169.27,236.76,1776.06,-1.51,9.1,10,25613.32,Very low,9.24,108.31,4,68.7,0
936.15,USA,60.84,2.34,157.65,305,1742.76,-3.4,5.92,8,17467.4,Low,11.25,23.3,2,-26.16,140.26
1354.98,USA,86.64,10.5,174.5,248.92,-516.72,-5.54,1.66,10,13506.28,High,8.89,0.07,5,-107.74,647.83
250.65,Rest,57.15,6.51,176.81,240.54,-263.52,-4.58,4.32,6,8798.16,High,6.64,2.91,7,3.8,294.22
1683.39,USA,60.33,10.29,173.38,187.62,1715.28,-7.13,1.3,8,15083.1,Very low,12.52,1.28,3,44.72,0
722.1,Europe,32.31,4.59,219.81,194.88,1447.44,-2.21,21.92,2,17146.24,Low,11.52,15.56,4,-43.96,2840.49
930.6,UK,60.96,8.16,161.43,279.86,1459.65,-8.09,6.58,10,32607.94,Low,6.45,3.17,3,57.32,0
782.79,USA,61.62,45.78,204.62,191.34,755.46,-7.04,26.68,12,9804.02,High,12.25,0.12,4,-37.32,3798.89
1314.99,Europe,63.84,11.43,232.32,221.4,719.67,-2.66,8.4,6,15907.8,High,11.62,22.05,3,1.96,728.66
650.97,USA,59.55,8.82,60.84,165.72,965.28,-5.2,4.92,4,22207.4,Very high,8.4,3.04,4,0.72,2115.33
1731.78,Europe,51.12,2.37,233.32,279.12,1285.17,-2.98,11.46,6,-22886.08,Very low,9.62,24.58,4,-36.76,405.89
179.49,Rest,62.25,16.2,183.32,286.46,1822.92,-10.56,45.14,4,12265.02,Low,8.44,2.1,3,-7.82,3246.86
-72.72,UK,59.13,0.54,143.42,301.28,1168.68,-2.27,13.18,8,5702.86,High,13.29,0.2,6,-2.38,1495.24
1481.46,Rest,58.98,23.16,99.93,228.42,952.95,-8.21,9.08,8,10124.22,High,15.36,5.85,5,59.84,435.31
1492.98,UK,59.55,2.1,107.42,241.86,1342.11,-7.34,6.14,8,9983.16,Very high,9.15,11.27,4,0.36,470.74
1624.8,USA,58.95,2.94,98.85,234.48,970.65,-9.74,11.88,12,16757.7,Medium,6.55,0.09,2,25.82,0
753.75,Rest,66.81,42.45,145.42,205.14,871.56,-3.98,10.4,6,-313.7,Low,12.83,2.09,2,75.2,659.99
1692.54,Europe,38.43,11.34,159.3,344.56,1968.54,-6.8,6,10,28770.64,Medium,14.22,68.49,3,95.44,0
1047.12,USA,44.43,21,154.01,364.12,87.45,-10,10.88,6,-8938.12,Very low,7.67,0.66,6,-11.68,2189.38
333.66,Rest,61.32,15.93,180.64,267.54,1389.3,-4.49,6.66,8,3182.38,Very low,8.73,0.48,7,97.92,177.87
95.07,Rest,48.48,3.42,187.62,319.22,1902.66,-9.24,4.32,8,3277.26,Low,15.45,0.22,2,-39.86,261.65
1348.71,USA,60.63,28.56,207.85,229.98,729.75,-1.72,6.62,8,-3691.62,Very high,7.3,0.24,4,23.32,2633.81
44.43,UK,48.36,7.65,121.82,200.3,119.52,-6,4.08,2,10480.78,Medium,10.89,20.71,1,30.26,0
-210.03,USA,84.6,13.95,171.69,278.02,913.35,-3.23,15.5,8,10256.26,Very low,13.42,0.01,3,-14.5,2795.55
1514.76,UK,59.64,5.67,93.36,361.14,1428.81,-3.33,16.78,4,10219.48,Very high,12.22,1.61,6,-9.32,2121.36
1576.05,USA,72.78,6.45,138.07,281.3,-120,-6.09,10.94,12,2638.52,Low,9.24,0,3,18.4,0
1493.07,Europe,63.24,16.53,132.07,201.96,872.13,-2.06,3.66,8,15208.18,Low,10.36,1.37,4,18.16,0
1580.46,Europe,64.29,12.75,193,251.72,543.78,-3.52,6.88,8,8085.96,High,9.88,0.73,4,80.6,0
1489.95,Rest,60.96,2.13,138.59,290.56,-18.9,-9.84,27.38,8,9323.62,Medium,6.02,0.51,3,10.22,456.27
-1303.77,USA,66.15,11.43,258.2,215.1,-177.81,-3.96,10.54,8,14752.42,Very low,13.98,0.3,7,114.82,197.74
964.59,Rest,56.97,9.51,109.1,287.1,1083.87,-6.4,3,6,-3105.42,High,8.77,0.77,3,-76.72,545.06
-185.52,Rest,61.29,13.2,193.22,188.32,1827.12,-5.08,7.86,8,10751.1,High,9.48,0.15,5,-105.46,1727.23
-598.47,Rest,79.71,12.84,183.49,193.36,-10.41,-1.97,15.88,6,-20895.46,Very low,11.71,471.71,7,43.12,636.84
2974.92,UK,58.11,3.42,169.31,255.78,3533.64,1.63,7.74,4,7386.48,Medium,8.78,22.76,5,-32.12,1409.13
100.71,Rest,52.59,10.35,181.58,271.12,-740.07,-3.59,5.94,10,-6620.34,High,9.13,3.63,11,6.62,501.68
-24.93,USA,59.37,8.13,180.1,323.46,2419.35,-5.54,2.3,12,5403.96,High,6.66,2.43,5,17.08,1460.68
265.62,Rest,54.93,4.17,122.41,177.16,2233.2,-5.02,2.96,14,5618.48,Very high,15.23,0.31,4,56.96,75.34
2094.27,Europe,49.77,4.53,69.85,272.54,150.33,-6.64,1.06,10,10093.16,High,7.67,0.12,7,4.82,0
540.3,Rest,68.97,16.74,160.28,299.8,1816.02,-3.62,9.1,4,6674.2,Medium,16.75,1.97,4,118.68,360.45
1232.1,UK,66.39,11.28,179.55,219.8,1001.46,-6.2,3.38,8,-9684.98,Very high,15.6,69.8,2,17.04,172.52
600.84,Rest,45.36,5.43,161.89,148.92,2167.5,-8.41,5.16,6,4573.94,High,7.6,0.06,4,70.88,252.58
787.95,Rest,65.19,17.52,81.6,140.52,91.62,-7.5,8.24,10,8066.06,High,12.62,0.17,8,115.48,143.08
629.1,Rest,61.14,8.79,223.85,233,1278.96,2.07,9.46,6,6694.62,Medium,11.43,0.02,2,69,106.55
490.14,Rest,61.23,13.74,174.94,318.74,-764.76,-2.25,6.2,12,23967.18,High,6.98,0.59,5,24.54,0
400.05,Europe,57.42,16.77,147.19,303.88,782.28,-5.32,5.58,4,-6396.8,Very high,5.13,23.65,6,78.74,1684.39
343.92,USA,76.05,24.33,148.28,270.2,462.93,-5.57,8.7,10,-15187.42,High,8.92,0.05,5,24.12,2617.07
1674.81,Europe,52.83,3.15,69.38,159.9,2880.27,-3.95,6.76,12,-5210.72,Very low,10.31,0.01,4,-27.46,86.74
251.79,USA,53.73,8.85,166.26,185.5,279.84,-3.5,20.8,8,9865.32,Very high,10.09,9.57,2,67.1,1783.97
1583.28,USA,46.08,17.46,199.85,261.48,452.67,-1.12,2.62,6,11318.98,Very low,16.02,0.03,4,-14.32,54.68
-783.75,USA,55.32,4.77,129.81,130.82,1360.23,-5.14,7.84,14,10843.82,High,7.3,0.05,4,-39.94,2306.95
-841.17,UK,63.33,36.69,120.1,285.9,1378.68,-5.2,10.58,10,2551.78,Very high,16.61,0.33,5,-46.32,3415.18
