F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
-279.81,18.03,2,0.67,7.08,-8.04,0.66,-21.75,-18.14,-23.98,25,-6.87,1.54,9,,False
-171.81,-3.75,20,8.45,-1.46,3.18,-14.31,-44.76,-48.14,-11.6,255,-204.87,8.1,4.39,11.36,True
-306.81,-1.74,20,5.45,-0.26,1.38,-6.39,-42.21,-48.14,-14.32,275,-209.87,7.4,5.32,9.24,False
-471.81,-4.53,20,6.95,-1.64,2.6,-6.18,-40.11,-48.14,-11.88,95,-59.87,7.8,3.8,11.81,True
-141.81,-3.81,20,8.9,-2.14,2.06,-14.37,-40.56,-48.14,-13.14,190,-124.87,5.25,3.35,,True
-51.81,0.09,20,5.75,-2.6,-3.82,-0.66,-36.36,-68.14,-16.9,145,-204.87,11.6,7.5,,False
-261.81,8.4,2,0.46,-0.58,-6.24,2.31,-20.46,-26.14,-22.22,32,-25.87,1.86,8.61,,False
-561.81,12.36,20,6.8,-1.36,-0.66,-9.06,-41.46,-28.14,-12.12,80,-24.87,13.6,3.34,,True
-486.81,-5.1,20,8.9,-0.18,3.74,-4.11,-42.06,-28.14,-13.44,190,-144.87,9.5,3.14,10.9,False
-471.81,-7.56,20,8.85,2.88,3.6,-16.71,-50.46,-28.14,-13.14,190,-154.87,6.35,4.35,,True
-267.81,10.23,2,0.55,0.84,-7.16,5.4,-23.25,-26.14,-20.36,16,-19.87,1,12.12,10.2,True
-276.81,8.61,2,0.83,0.8,-7.88,0.48,-22.08,-20.14,-25.54,10,-29.87,1.14,10.19,,False
-216.81,0.33,20,5.9,-1.72,0.56,-13.11,-45.66,-68.14,-12.56,275,-144.87,8.65,5.29,11.78,True
-171.81,4.92,20,6.1,-2.64,2.76,-7.41,-44.61,-68.14,-12.48,240,-49.87,7.8,3.9,,True
-216.81,10.17,2,0.76,-0.22,-8.22,4.53,-21.03,-26.14,-25.38,38,-11.87,1.9,10.51,12.26,True
-228.81,12.99,2,0.24,3.94,-6.26,1.26,-22.74,-22.14,-22.52,50,-6.87,1.02,9.45,10.2,False
-285.81,11.22,2,0.02,2.18,-10.7,2.64,-22.17,-18.14,-27.62,23,-19.87,2.03,10.63,10.55,False
-336.81,1.41,20,5.3,4.94,-3.3,-2.28,-35.31,-48.14,-21.48,375,-99.87,9.6,6.64,,False
-261.81,-3.99,20,7.05,-2.8,1.56,-11.91,-40.86,-38.14,-14.52,185,-219.87,12.8,5.01,,False
-486.81,-6.06,20,5.7,-0.48,2.12,-14.16,-45.21,-48.14,-13.62,190,-129.87,11.2,4.1,,True
-231.81,-3.18,20,5.8,-0.72,-0.18,-5.01,-39.36,-68.14,-14.02,265,-144.87,13.35,6.01,,False
-366.81,-4.74,20,6.25,2.58,0.52,-11.55,-41.46,-28.14,-13.12,340,-179.87,8,7.21,8.88,False
-366.81,-5.07,20,5.7,-1.1,1.86,-9.36,-45.81,-48.14,-12.36,110,-194.87,8.65,3.85,,True
-81.81,-5.79,20,6.3,3.24,-2.44,-6.12,-43.26,-48.14,-12.16,270,-194.87,9.25,8.53,10.08,False
-246.81,7.8,2,0.54,1.56,-6.06,3.6,-23.1,-22.14,-20.2,55,-6.87,1.47,10.03,,True
-381.81,-5.64,20,6.4,1.94,2.18,-9.66,-42.81,-48.14,-14.4,50,-174.87,6.5,4.75,9.96,True
-321.81,-5.55,20,6.2,-1.88,2.84,-6.39,-46.41,-48.14,-19,195,-179.87,8.15,3.59,,True
-258.81,7.71,2,0.82,0.32,-13.38,7.74,-23.4,-22.14,-25.68,21,-38.87,1.35,9.18,12.57,True
-261.81,-8.31,20,6.75,2.54,3.98,-13.59,-47.76,-38.14,-11.26,315,-159.87,6.55,2.87,,False
-231.81,15,2,0.79,2.84,-5.42,-0.06,-22.32,-26.14,-23.26,30,-12.87,1.57,9.47,11.74,True
-294.81,9.03,2,0.58,0.5,-9.98,1.23,-23.58,-18.14,-23.7,30,-20.87,1.24,9.22,12.12,True
-126.81,-1.83,20,5.75,1.9,1.68,-7.68,-39.06,-48.14,-13.48,145,-79.87,5.35,4.17,,False
-291.81,-4.65,20,7.5,4.78,1.8,1.62,-38.16,-48.14,-11.46,140,-29.87,8,3.57,,True
-441.81,-2.49,20,7.4,0.9,1.9,-11.88,-39.66,-28.14,-12.1,225,-44.87,14.1,4.46,,True
-81.81,-2.91,20,6.4,0.54,-4.52,-3.87,-39.66,-68.14,-17.18,235,-134.87,14.85,4.13,10.89,False
-441.81,-5.52,20,8.4,-1.12,0.3,-3.69,-38.31,-48.14,-12.9,95,-114.87,7.65,5.33,10.71,True
-441.81,-5.01,20,10.05,-1.1,3.66,-12.99,-38.16,-48.14,-11.14,65,-44.87,6,4.38,,True
-222.81,9.57,2,0.42,-1.46,-7.5,0.57,-21.66,-20.14,-22.4,0,-21.87,1.62,10.74,,True
-246.81,13.5,2,0.32,0.02,-6.16,6.96,-22.71,-26.14,-21.7,5,-20.87,1.66,11.11,,True
-267.81,11.79,2,0.8,1.44,-7.26,6.75,-21.66,-26.14,-22.56,5,-25.87,0.25,8.38,10.24,False
-531.81,-0.63,20,9.1,0.2,3.16,-11.79,-35.91,-28.14,-12.38,155,-74.87,9.45,3.54,10.12,False
-327.81,7.83,2,0.97,3.18,-9.9,0.24,-22.53,-22.14,-20.18,63,-11.87,1.9,8.84,11.4,True
-441.81,-5.73,20,6.25,2.36,3.36,-13.29,-43.41,-28.14,-13.04,165,-139.87,8.85,3.67,,False
-315.81,7.17,2,0.66,0.88,-10.34,0.36,-23.07,-22.14,-24.52,6,-0.87,0.89,11.34,,True
-279.81,7.62,2,0.61,0.44,-7.08,2.25,-22.8,-22.14,-20.42,26,-5.87,0.2,8.51,11.16,True
-561.81,-5.7,20,9.05,-0.4,4,-11.49,-39.66,-18.14,-11.8,5,-34.87,5.85,4.57,,True
-216.81,-1.44,20,5.35,-0.92,2.76,-11.28,-45.66,-48.14,-16,50,-199.87,7.25,4.87,9.9,True
-156.81,-2.31,20,5.6,0.66,3.22,-7.71,-50.91,-48.14,-14.26,375,-94.87,7.6,6.09,11.24,True
-501.81,-5.67,20,6.75,-2.46,2.58,-12.3,-38.46,-28.14,-12.76,30,-59.87,9.95,7.81,9.99,False
-411.81,-5.91,20,8.65,0.72,2.58,-12.18,-38.46,-48.14,-11.82,305,-54.87,7.1,3.5,10.53,False
-225.81,7.53,2,0.84,0.16,-5.88,3.81,-21.93,-22.14,-23.34,37,-8.87,1.65,8.19,12.07,True
-471.81,0.3,20,5.3,1.48,-3.16,-3.21,-36.36,-28.14,-16.82,220,-159.87,6.9,8.59,,False
-246.81,9.96,2,0.92,-0.78,-6.16,0.69,-21.57,-26.14,-23.5,27,-9.87,0.72,10.9,,False
-330.81,8.52,2,0.23,-0.4,-19.08,0.81,-23.28,-22.14,-21.64,5,-33.87,0.96,9.2,,False
-471.81,-2.73,20,9.45,0.92,-0.96,-10.44,-40.11,-28.14,-12.26,220,-144.87,9.4,3.62,11,False
-351.81,-8.31,20,7.45,1.1,3.52,-15.51,-47.91,-28.14,-10.56,330,-199.87,12.85,3.06,10.71,True
-228.81,15.63,2,0.66,0.74,-5.92,3.3,-23.4,-22.14,-28.88,55,-32.87,0.22,8.9,10.69,True
-291.81,-6.03,20,5.1,-2.16,2.5,-12.96,-46.86,-48.14,-12.42,65,-104.87,7.05,3.42,11.81,True
-228.81,9.75,2,0.95,-1.12,-6.76,0.33,-21.66,-22.14,-21.02,8,-33.87,1.7,8.66,,True
-258.81,9.48,2,0.36,2.54,-5.4,7.14,-23.67,-22.14,-22.24,6,-19.87,2.01,8.29,,True
-222.81,10.89,2,0.62,-1.26,-9.28,0.72,-23.34,-22.14,-25.06,4,-32.87,1.59,8.83,,True
-225.81,8.34,2,0.39,2.32,-5.66,17.94,-22.14,-26.14,-21.24,15,-4.87,0.58,9.56,11.9,True
-285.81,8.61,2,0.73,0.4,-5.92,-0.51,-23.19,-18.14,-30.14,6,-8.87,0.93,7.92,11.95,True
-111.81,-1.59,20,5.15,-2.22,-1.9,-6.75,-36.51,-48.14,-16.46,325,-99.87,13.55,6.71,8.42,False
-336.81,1.74,20,5.45,0.74,-2.82,-9.75,-43.56,-48.14,-17.36,360,-229.87,6.25,4.36,,False
-291.81,22.05,2,0.41,0.36,-6.76,2.46,-22.23,-22.14,-21.76,6,-44.87,1.3,8.79,,False
-243.81,8.13,2,0.31,7.14,-7.38,3.09,-21.99,-22.14,-26.56,37,-4.87,1.7,8.86,,False
-330.81,8.79,2,0.03,0.96,-8.32,0.54,-23.58,-18.14,-21.26,20,2.13,1.26,12.48,11.83,True
-321.81,-3.72,20,9.1,1.38,-0.42,-9.99,-36.51,-48.14,-14.08,370,-189.87,7.15,4.63,,False
23.19,-4.95,20,6.2,-3.28,2.5,-12.51,-44.31,-68.14,-11.82,240,-209.87,9.3,4.03,9.57,False
-456.81,-3.84,20,5.05,-2.04,3.5,-9.99,-47.91,-48.14,-12.6,290,-209.87,15.7,4.62,11.89,True
-246.81,9.99,2,0.86,-0.66,-14.98,7.65,-20.97,-26.14,-21.64,38,-21.87,2.07,9.25,10.74,False
-306.81,10.77,2,0.32,6.3,-9.4,9.6,-22.08,-18.14,-28.02,14,-24.87,1.92,9.51,,False
-561.81,7.41,20,7.7,1.62,3.42,-9.57,-38.16,-48.14,-11.14,165,-19.87,5.95,3.61,,False
-81.81,-7.35,20,6.6,-0.18,3.66,-8.52,-41.91,-48.14,-12.32,285,-44.87,6.25,3.52,,True
-261.81,-1.53,20,9.85,3.18,3.18,-8.94,-37.41,-38.14,-10.78,380,-39.87,7.15,3.02,10.06,False
-546.81,-5.85,20,8.95,-0.42,0.06,-10.53,-39.06,-48.14,-12.1,355,-184.87,14.25,4.4,,False
-231.81,15.66,2,0.69,-1.12,-6.16,1.14,-21.51,-22.14,-22.08,29,-42.87,1.79,10.24,,False
-258.81,10.68,2,0.63,3.92,-5.26,1.92,-23.76,-22.14,-22.38,1,-8.87,0.14,10.34,11.09,True
8.19,0.03,20,7.4,-3.7,-1.16,-8.91,-34.71,-48.14,-16.52,185,-119.87,13.15,5.05,9.7,False
-306.81,7.38,2,0.48,-0.36,-6.38,0.63,-23.01,-22.14,-22.84,12,-40.87,1.93,11.03,10.9,False
-516.81,-6.66,20,9.45,1.6,4.08,-13.02,-38.61,-28.14,-13.98,345,-99.87,6.85,3.81,,False
-243.81,8.82,2,0.94,0.44,-6.6,7.92,-23.31,-26.14,-20.96,33,-35.87,0.09,9.44,,True
-276.81,-3.09,20,8.85,4.32,1.42,-4.53,-37.11,-28.14,-12.18,355,-124.87,6.6,3.64,11.18,False
-336.81,-5.13,20,8.6,0.12,1.04,-12.99,-37.11,-48.14,-11.14,255,-34.87,5.25,3.72,10.52,False
-267.81,7.86,2,0.58,0.14,-7.76,1.29,-22.5,-22.14,-20.66,16,-23.87,1.82,8.47,,True
-66.81,-1.62,20,9.3,-2.78,1.76,-10.2,-35.31,-48.14,-13.04,45,-194.87,5.35,6.48,10.55,False
-561.81,-7.2,20,8.9,4.44,0.86,-0.3,-40.11,-28.14,-11.62,145,-69.87,6.2,4.91,10.28,False
-276.81,8.4,2,0.95,8.64,-5.9,2.94,-22.11,-24.14,-21.46,30,-43.87,1.91,8.62,11.02,False
-396.81,0.57,20,6.2,-0.1,-3.22,-8.1,-37.11,-28.14,-17.84,180,-204.87,7.25,5.34,9.09,False
-486.81,-2.79,20,5.35,-1.8,1.32,-10.23,-36.51,-48.14,-13.84,15,-39.87,6.65,5.95,11.11,False
-21.81,-7.29,20,6,-0.56,-2,-9.21,-47.46,-48.14,-11.18,230,-179.87,7.75,5.38,,True
-381.81,-5.01,20,9.7,-0.22,0.8,-12.66,-39.51,-48.14,-13.86,270,-144.87,7.6,3.63,10.33,False
-219.81,11.61,2,0.76,-0.92,-8.12,4.95,-20.85,-24.14,-25.74,0,-8.87,0.34,8.25,,False
-243.81,12.75,2,0.2,-1.02,-8.44,1.8,-22.2,-26.14,-24.06,8,-42.87,1.49,9.52,,True
-282.81,8.28,2,0.7,3.82,-7.22,0.87,-22.62,-18.14,-20.8,7,-21.87,0.5,8.22,,True
-270.81,10.74,2,0.04,-0.48,-6.74,4.83,-23.1,-26.14,-22.56,26,-31.87,1.64,10.15,,False
-501.81,-5.28,20,6,0.54,-4.4,-14.43,-45.66,-28.14,-11.98,100,-4.87,9.65,3.33,10.74,True
-297.81,16.47,2,0.62,-0.06,-7.64,5.52,-23.07,-18.14,-20.62,30,-15.87,2,8.13,,True
-294.81,8.61,2,0.58,-0.76,-6.66,0.36,-21.96,-22.14,-23.94,18,-17.87,1.97,8.11,,False
-246.81,9.9,2,0.85,0.48,-8.44,10.32,-23.4,-26.14,-26.68,13,-5.87,1.17,9.88,,True
-291.81,8.67,2,0.86,-0.42,-10.18,-0.06,-22.68,-18.14,-20.74,1,-19.87,1.6,8.15,12.05,True
-219.81,9,2,0.3,-1.02,-8.56,2.1,-22.44,-26.14,-24.14,8,-17.87,1.14,8.15,,True
-261.81,-2.85,20,6.8,-3.18,0.74,-8.88,-37.56,-38.14,-15.24,80,-119.87,10.25,4.56,10.3,False
23.19,17.01,20,5.05,-1.32,-4.78,-5.34,-36.66,-48.14,-16.16,170,-154.87,7.75,6.23,,False
-219.81,8.82,2,0.29,0.3,-15.12,10.08,-20.61,-22.14,-21.42,17,-37.87,1.91,9.73,10.2,False
-219.81,9.09,2,0.64,0.06,-6.82,2.43,-22.23,-22.14,-21.4,42,-39.87,1.66,8.75,,False
-456.81,-6.69,20,8.75,0,2.44,-14.22,-41.76,-48.14,-12.32,285,-184.87,9.15,4.03,9.67,False
-219.81,10.32,2,0.87,-0.46,-9.32,-0.09,-22.56,-22.14,-30.3,25,-31.87,0.69,11.97,,False
-225.81,8.19,2,0.71,-0.38,-8.36,1.89,-21.96,-22.14,-20.72,4,-31.87,0.35,9.65,11.27,False
-501.81,-2.25,20,5.55,6.6,-2.22,-8.04,-35.46,-48.14,-14.38,245,-44.87,5.4,7.19,,False
-261.81,9.06,2,0.02,3.56,-7.62,3.93,-22.89,-26.14,-22.06,35,-5.87,0.55,8.14,10.12,False
-531.81,-4.26,20,7.55,7.18,1.86,-13.17,-42.36,-48.14,-13.72,335,-144.87,7.1,5.65,10.42,False
-324.81,6.15,2,1.03,1.3,-6.78,-0.24,-23.1,-22.14,-22.8,16,2.13,0.57,8.07,,True
-546.81,1.47,20,6.2,-0.24,3.06,-13.17,-41.16,-28.14,-13.56,65,-89.87,10.8,3.58,11.7,False
-279.81,8.79,2,0.67,2.14,-10.56,7.38,-22.53,-22.14,-21.46,43,-31.87,0.87,8.19,11.95,False
-216.81,6.24,20,6.4,5.62,3.72,-9.6,-43.11,-48.14,-11.04,85,-54.87,5.65,6.24,11.86,True
-258.81,7.65,2,0.43,0.7,-7.34,0.42,-23.19,-22.14,-22,18,-6.87,1.99,9.15,,True
-306.81,-7.86,20,5.05,5.84,4.02,-15.48,-49.56,-28.14,-14.06,205,-114.87,10.75,6.37,,True
-501.81,-1.68,20,8.65,1.78,3.98,-13.47,-40.56,-28.14,-10.74,385,-19.87,8.9,5.03,,False
-276.81,9.27,20,5.5,3.72,0.62,-8.49,-41.31,-48.14,-14.44,260,-59.87,9.85,4.24,,False
-96.81,-0.51,20,5.2,-0.86,-0.76,-5.85,-41.01,-68.14,-19.82,355,-209.87,14.55,4.93,,False
-255.81,7.23,2,0.38,0.76,-6.4,2.85,-23.01,-22.14,-21.28,34,-24.87,1.02,8.77,,False
-561.81,8.22,20,8.85,2.2,0.18,-7.17,-35.61,-28.14,-15.68,340,-219.87,14.2,5.06,9.94,False
-231.81,11.88,2,0.74,0.02,-10.1,1.65,-21.57,-22.14,-21.6,17,-28.87,1.55,9.08,11.39,False
-333.81,10.68,2,0.42,-0.1,-9.04,0.9,-23.34,-22.14,-25.7,51,-37.87,1.87,11.54,,True
-321.81,0.33,20,5.75,-0.86,1.96,-10.38,-40.26,-48.14,-13.3,350,-139.87,11.85,4.86,9.98,False
-486.81,-3.39,20,5.95,-1.18,2.36,-12.15,-45.36,-28.14,-11.8,75,-184.87,8.5,3.92,,False
-276.81,7.02,2,0.54,2.22,-7.02,1.11,-23.4,-24.14,-20.52,38,-38.87,1.7,12.47,10.84,False
-141.81,-4.71,10,6.4,-2.14,1.64,-12.51,-39.81,-68.14,-10.76,355,-69.87,7.95,3.32,12.65,True
-264.81,6.78,2,0.75,0.26,-6.88,3.39,-23.13,-22.14,-21.52,64,-4.87,0.84,10.53,,True
-246.81,18.96,2,0.29,-0.04,-7.72,-0.09,-23.4,-26.14,-20.34,66,-7.87,1.05,8.27,10.81,True
-381.81,2.76,20,5.2,1.02,1.82,-8.4,-39.36,-28.14,-19.04,55,-99.87,6.45,6.11,,False
-237.81,14.76,2,0.27,1,-10.68,1.83,-22.95,-22.14,-24.36,70,-12.87,1.66,9.63,,False
-111.81,0.21,20,5.5,-3.54,0.06,-9.63,-38.76,-48.14,-16.92,300,-159.87,14.2,5.01,8.75,False
-255.81,9.99,2,0.55,0.34,-6.68,2.34,-23.37,-26.14,-25,22,-24.87,1.1,9.4,11.76,True
-471.81,-5.73,20,7.95,1.4,3.34,-13.95,-38.31,-28.14,-15.18,150,-49.87,13.9,3.67,,True
-237.81,7.8,2,0.67,-0.14,-9.72,3.06,-21.93,-26.14,-33.06,28,-14.87,0.92,9.2,,False
-219.81,7.86,2,0.78,-0.8,-9.12,1.44,-20.85,-22.14,-27.44,29,-26.87,1.68,8.46,10.49,False
-300.81,10.38,2,0.18,0.7,-10.24,2.73,-21.69,-22.14,-28.56,1,-2.87,1.28,8.46,9.33,False
-243.81,21.18,2,0.73,2.34,-7.5,0.24,-23.19,-26.14,-26.28,72,-26.87,0.16,11.45,,True
8.19,-0.6,20,8.55,-3.18,1.04,-11.76,-36.66,-68.14,-16.38,125,-149.87,8.45,4.82,,False
-381.81,-4.44,20,6.5,-2.84,1.58,-5.67,-40.11,-48.14,-13.1,30,-144.87,9.55,4.09,10.16,False
-261.81,13.17,2,0.59,-0.96,-13.7,2.1,-21.36,-26.14,-23.22,4,-24.87,0.54,8.21,,False
-246.81,-6,20,7.35,-0.06,4.66,-15.27,-42.06,-48.14,-13.2,160,-14.87,6.55,2.87,11.17,True
-243.81,17.28,2,0.81,3.48,-6.28,0.63,-23.4,-26.14,-21.86,35,-35.87,2.04,9.72,,True
-297.81,16.05,2,0.14,2.34,-6.26,5.76,-23.13,-22.14,-27.54,20,-40.87,1.15,11.05,10.15,False
-303.81,9.93,2,0.49,0.84,-5.66,5.58,-23.16,-22.14,-20.3,7,-13.87,0.35,8.05,10.39,True
-303.81,9.03,2,0.64,3.34,-6.38,9.36,-21.72,-22.14,-31.74,18,-14.87,1.5,8.14,,False
-486.81,-2.01,20,6.45,0.44,3.9,-5.43,-46.86,-48.14,-10.88,220,-189.87,12.6,3.22,,True
-333.81,10.71,2,0.8,-0.38,-6.48,1.68,-22.65,-18.14,-24.74,20,-15.87,1.7,10.58,,True
-282.81,6.93,2,0.57,-0.16,-5.24,1.41,-23.52,-22.14,-20.96,3,-17.87,0.77,7.84,,True
-36.81,-4.14,20,8.3,-3.76,2.7,-12.69,-38.61,-48.14,-11.04,55,-49.87,7.1,4.07,9.5,False
-330.81,8.52,2,0.78,0.22,-6.6,2.1,-22.74,-22.14,-24.58,9,-24.87,1.31,7.94,,True
-96.81,-3.87,20,8.35,0.02,-0.26,-11.64,-37.11,-48.14,-11.56,290,-49.87,8.8,3.58,12.19,True
-171.81,-6.48,20,6.7,-0.02,4.02,-10.11,-41.91,-48.14,-12.56,295,-24.87,10.5,6.93,,True
-501.81,-6.72,20,7.6,1.02,-1.54,-14.94,-45.81,-28.14,-11.54,345,-144.87,8.85,3.35,10.65,False
-366.81,3,20,6.95,-3.32,-0.52,-8.4,-35.76,-48.14,-16.36,30,-189.87,9.1,7.37,9.61,False
-282.81,7.65,2,0.32,0.16,-10.38,11.55,-22.35,-22.14,-20.92,7,-40.87,1.55,9.14,10.36,False
-141.81,-5.4,20,7.3,-2.12,2.42,-12.39,-40.86,-48.14,-17.46,250,-184.87,10.9,5.52,,False
-186.81,0.51,20,7.45,-2.28,1.08,-11.37,-36.06,-68.14,-12.2,100,-34.87,7.8,3.86,,False
-237.81,9.72,2,0.64,0.04,-7.38,4.5,-21.51,-22.14,-21.7,38,-9.87,1.43,10.39,10.64,False
-306.81,-5.31,20,7.95,-2.34,2.84,-11.67,-36.81,-48.14,-11.96,85,-64.87,5.85,5.62,10.12,False
-111.81,-3.39,20,8.2,-1.2,2.22,-7.11,-39.36,-68.14,-13.78,85,-219.87,5.4,4.21,10.2,False
-249.81,7.92,2,0.25,2.28,-8.22,6.6,-23.7,-22.14,-20.58,26,-5.87,1.19,9.94,,True
-270.81,7.83,2,0.04,3.04,-8.52,4.89,-22.26,-26.14,-23.6,2,-18.87,1.23,8.32,,False
-186.81,-4.59,20,6.4,1.44,-2.98,-10.47,-40.26,-68.14,-13.22,185,-164.87,9.75,4.06,10.75,False
-246.81,7.32,2,0.89,-1.3,-5.2,5.76,-23.64,-26.14,-20.88,11,-38.87,1.65,8.95,10.48,True
-186.81,-0.48,20,5.45,-0.82,2.26,-6.99,-41.31,-68.14,-13.26,25,-124.87,8.1,7.93,,False
-231.81,11.1,2,0.42,0.78,-6.22,1.41,-23.43,-22.14,-20.48,16,-36.87,0.09,8.43,,False
-126.81,-5.28,20,7.35,-3.22,-1.24,-9.18,-39.06,-68.14,-16.22,300,-149.87,14.6,6.06,8.56,False
-261.81,12.99,2,0.72,0.24,-10.56,2.37,-22.53,-26.14,-21.7,52,-18.87,1.86,8.17,12.24,True
-252.81,11.22,2,0.92,-0.62,-5.98,1.77,-21.45,-22.14,-22.94,35,-35.87,2.16,9.67,,False
-240.81,14.01,2,0.19,0.1,-6.3,2.67,-22.83,-22.14,-21.24,2,-4.87,1.18,9.63,11.77,True
-426.81,-1.2,20,9,0.04,3.88,-14.13,-39.36,-48.14,-10.86,150,-109.87,8.65,4.15,,True
-516.81,-5.58,20,7,7.26,2.82,-3.18,-42.51,-48.14,-12.28,245,-189.87,5.85,4.32,8.52,False
-297.81,11.7,2,0.67,0.16,-7.26,-0.3,-23.7,-22.14,-20.32,29,-32.87,0.42,7.97,,True
-306.81,0.03,20,5.15,1.2,1.5,-9.18,-41.31,-48.14,-12.8,340,-149.87,5.25,4.89,,False
-219.81,10.11,2,0.69,-0.4,-6.16,13.26,-21.27,-22.14,-24.66,5,0.13,0.59,8.55,10.63,False
-255.81,8.16,2,0.31,0.92,-5.6,1.77,-23.16,-22.14,-26.02,16,-27.87,0.7,9.96,10.15,False
-171.81,-2.16,20,7.3,-2.86,-0.18,-9.12,-35.01,-68.14,-19.4,220,-79.87,11.6,4.63,,False
-321.81,7.5,2,0.84,0.18,-13.16,-0.03,-22.74,-22.14,-20.28,5,-15.87,0.28,8.55,11.5,True
-240.81,9.57,2,0.64,2.62,-7.62,1.29,-22.41,-22.14,-20.96,9,-41.87,0.97,8.23,,False
-171.81,-6.57,20,7.45,-1.32,4.7,-14.07,-48.51,-68.14,-10.34,320,-139.87,5,2.66,,True
-81.81,0.57,20,7.4,-2.76,-4.24,-5.91,-35.76,-68.14,-15.58,85,-194.87,9.55,5.13,,False
-255.81,7.26,2,0.69,2.06,-5.74,1.29,-22.35,-22.14,-20.8,68,-31.87,1.88,8.17,10.88,False
-285.81,7.68,2,0.95,-0.26,-10.76,1.02,-22.56,-22.14,-29.02,18,-34.87,1.06,10.24,,False
-222.81,9.69,2,0.96,-0.12,-6.74,0.81,-20.76,-26.14,-23.14,35,-32.87,1.79,10.4,11.97,True
-36.81,0.36,20,6.7,1.24,1.02,6.99,-40.56,-68.14,-15.14,90,-194.87,7.4,4.51,10.67,False
-426.81,-2.49,20,7.4,0.28,3.36,-13.38,-40.26,-28.14,-11.22,175,-79.87,11.65,5.41,12.12,True
-267.81,10.26,2,0.5,-0.46,-13.34,1.29,-22.56,-22.14,-23.22,56,-6.87,1.89,8.43,,False
-246.81,-1.86,20,8.55,-1.98,0.5,-10.65,-41.91,-48.14,-11.72,130,-219.87,6.1,7.9,,True
-66.81,-7.17,20,7.2,-1.42,5.18,-13.62,-48.21,-48.14,-16.48,250,-104.87,6.05,4.76,10.81,True
-258.81,11.7,2,0.33,0.12,-6.22,5.04,-23.4,-26.14,-22.24,15,-36.87,1.53,10.02,,True
-327.81,11.25,2,0.57,1.14,-12.46,1.11,-22.26,-22.14,-25.66,30,-2.87,1.17,8.83,,True
-531.81,-4.56,20,7.85,0.92,4.68,-15.27,-47.61,-28.14,-10.5,350,-224.87,7.5,4.1,9.2,False
-411.81,-7.89,20,8.4,0.46,-2.32,-11.37,-41.16,-28.14,-11.56,85,-34.87,6.85,3.15,,True
-231.81,13.2,2,0.59,2.6,-10.52,5.73,-22.47,-26.14,-24.86,15,-5.87,0.36,7.99,,True
-216.81,-6.09,20,5.35,2.1,2.92,-12.84,-45.21,-48.14,-12.76,325,-179.87,7.05,3.98,9.68,False
-309.81,10.68,2,0.54,2.04,-6.4,0.12,-23.01,-22.14,-22.34,8,-24.87,1.71,8.07,11.71,True
-300.81,10.11,2,0.92,4.04,-11.86,4.17,-23.49,-22.14,-26.28,49,-33.87,1.11,8.06,,True
-291.81,3.72,20,6.65,3.48,-5.18,-3.93,-35.46,-28.14,-14.36,290,-114.87,8.65,5.31,,False
-321.81,-3.24,20,6.75,-1.34,-5.02,-7.23,-40.26,-48.14,-14.78,100,-224.87,10.95,4.85,10.16,False
-309.81,14.76,2,0.68,3.82,-7.1,7.5,-21.9,-22.14,-29.24,6,-39.87,1.2,9.33,10.55,False
-441.81,-7.11,20,8.85,0.68,4.16,-15.36,-42.21,-28.14,-19.1,135,-24.87,5.2,2.84,10.7,True
-456.81,0.12,20,6.3,-0.44,1.68,-9.6,-37.86,-48.14,-15.36,265,-24.87,11.8,5.72,10.29,False
-6.81,-3.12,20,6.65,-3.26,2.58,-12.12,-37.56,-48.14,-16.8,225,-64.87,7.55,6.24,,False
-273.81,8.01,2,0.97,0.16,-6.42,6.81,-22.86,-22.14,-23.02,17,-31.87,0.3,8.58,12.66,True
-351.81,-3.27,20,7.9,0.52,3.74,-8.88,-42.36,-48.14,-13.58,335,-94.87,6.25,4.25,,False
-234.81,11.37,2,0.43,0.74,-5.7,1.11,-22.44,-26.14,-22.76,75,-23.87,1.35,9.56,10.33,False
-276.81,-0.84,20,6.85,-3.04,3.84,-8.97,-39.81,-28.14,-13.58,150,-14.87,11.4,3.46,,True
-516.81,-7.32,20,8.2,0.22,1.92,-15.06,-42.81,-48.14,-15.64,50,-94.87,6.85,3.26,,True
-531.81,-5.73,20,5.8,2.74,0.18,-10.41,-42.66,-28.14,-12.96,265,-154.87,12.15,5.35,10.19,False
-276.81,-4.17,20,5.75,2.98,3.16,-15.18,-50.61,-28.14,-10.36,175,-134.87,6,3.97,10.76,True
-141.81,-3.45,20,9.15,-2.18,2.74,-10.65,-34.56,-48.14,-12.24,260,-4.87,7.75,3.57,,True
-246.81,7.29,20,7.7,0.16,2.58,-3.21,-36.21,-68.14,-16.08,35,-59.87,6.15,7.56,9.59,False
-246.81,-7.14,20,9.7,0.04,3.28,-15.51,-43.41,-48.14,-12.22,330,-174.87,5.55,5.13,,False
-306.81,-6.6,20,9.2,3.02,4.16,-14.43,-44.31,-28.14,-10.54,305,-59.87,6.25,3.71,11,True
-276.81,4.26,20,8.6,0.9,0.7,-10.26,-36.51,-48.14,-13.32,215,-219.87,11.4,7.41,,False
-243.81,11.64,2,0.05,0.64,-10.06,3.33,-21.24,-26.14,-22.3,17,-21.87,1.45,10.19,,False
